Data_ID,PMID,Model,Prompt_ID,E1,E2,True_Label,Pred_Label,Raw_Output
21,22836123,llama3.2:1b,2,corticosteroid,thrombotic microangiopathy,none,No,"1: No
2: Yes
3: No
4: Yes
5: No"
22,22836123,llama3.2:1b,2,cyclosporine,scleroderma renal crisis,none,No,"1: No
2: Yes
3: No
4: Yes
5: No"
23,22836123,llama3.2:1b,2,cyclosporine,src,none,No,"1: No
2: Yes"
24,22836123,llama3.2:1b,2,cyclosporine,systemic sclerosis,none,No,"1: No
2: Yes
3: No
4: Yes
5: No"
0,8701013,llama3.2:1b,2 + 3,famotidine,delirium,cid,No,"1: No
2: No
3: No
4: No
5: No
6: No"
1,8701013,llama3.2:1b,2 + 3,famotidine,ulcers,none,No,"1: No
2: No
3: No
4: No
5: No
6: No"
2,439781,llama3.2:1b,2 + 3,indomethacin,hypotension,cid,No,"1: No
2: Yes
3: No
4: Yes
5: No
6: Yes
7: No"
3,439781,llama3.2:1b,2 + 3,sodium,hypotension,none,No,"1: No
2: Yes
3: No
4: Yes
5: No
6: Yes
7: No"
4,439781,llama3.2:1b,2 + 3,idm,hypotension,cid,No,"1: No
2: Yes
3: No
4: Yes
5: No
6: Yes
7: No"
5,439781,llama3.2:1b,2 + 3,prostaglandin,hypotension,none,No,"1: No
2: Yes
3: No
4: Yes
5: No
6: Yes
7: No"
6,439781,llama3.2:1b,2 + 3,angiotensin,hypotension,none,No,"1: No
2: Yes
3: No
4: Yes
5: No
6: Yes
7: No"
7,22836123,llama3.2:1b,2 + 3,tacrolimus,scleroderma renal crisis,none,No,"1: No
2: Yes"
8,22836123,llama3.2:1b,2 + 3,tacrolimus,src,none,No,"1: No
2: Yes"
9,22836123,llama3.2:1b,2 + 3,tacrolimus,systemic sclerosis,cid,No,"1: No
2: Yes"
10,22836123,llama3.2:1b,2 + 3,tacrolimus,ssc,cid,No,"1: No
2: Yes"
11,22836123,llama3.2:1b,2 + 3,tacrolimus,thrombotic microangiopathy,none,No,"1: No
2: Yes"
12,22836123,llama3.2:1b,2 + 3,prednisolone,scleroderma renal crisis,none,No,"1: No
2: Yes"
13,22836123,llama3.2:1b,2 + 3,prednisolone,src,none,No,"1: No
2: Yes"
14,22836123,llama3.2:1b,2 + 3,prednisolone,systemic sclerosis,none,No,"1: No
2: Yes"
15,22836123,llama3.2:1b,2 + 3,prednisolone,ssc,none,No,"1: No
2: Yes"
16,22836123,llama3.2:1b,2 + 3,prednisolone,thrombotic microangiopathy,none,No,"1: No
2: Yes"
17,22836123,llama3.2:1b,2 + 3,corticosteroid,scleroderma renal crisis,none,No,"1: No
2: Yes"
18,22836123,llama3.2:1b,2 + 3,corticosteroid,src,none,No,"1: No
2: Yes"
19,22836123,llama3.2:1b,2 + 3,corticosteroid,systemic sclerosis,cid,No,"1: No
2: Yes"
20,22836123,llama3.2:1b,2 + 3,corticosteroid,ssc,cid,No,"1: No
2: Yes"
21,22836123,llama3.2:1b,2 + 3,corticosteroid,thrombotic microangiopathy,none,No,"1: No
2: Yes"
22,22836123,llama3.2:1b,2 + 3,cyclosporine,scleroderma renal crisis,none,No,"1: No
2: Yes
3: No
4: Yes
5: No"
23,22836123,llama3.2:1b,2 + 3,cyclosporine,src,none,No,"1: No
2: Yes"
24,22836123,llama3.2:1b,2 + 3,cyclosporine,systemic sclerosis,none,No,"1: No
2: Yes"
0,8701013,llama3.2:1b,3,famotidine,delirium,cid,No,"1: No
2: No
3: No
4: No
5: No
6: No"
1,8701013,llama3.2:1b,3,famotidine,ulcers,none,No,"1: No
2: No
3: No
4: No
5: No
6: No"
2,439781,llama3.2:1b,3,indomethacin,hypotension,cid,No,"1: No
2: Yes
3: No
4: Yes
5: No
6: Yes
7: No"
3,439781,llama3.2:1b,3,sodium,hypotension,none,No,"1: No
2: Yes
3: No
4: Yes
5: No
6: Yes
7: No"
4,439781,llama3.2:1b,3,idm,hypotension,cid,No,"1: No
2: Yes
3: No
4: Yes
5: No
6: Yes
7: No"
5,439781,llama3.2:1b,3,prostaglandin,hypotension,none,No,"1: No
2: Yes
3: No
4: Yes
5: No
6: Yes
7: No"
6,439781,llama3.2:1b,3,angiotensin,hypotension,none,No,"1: No
2: Yes
3: No
4: Yes
5: No
6: Yes
7: No"
7,22836123,llama3.2:1b,3,tacrolimus,scleroderma renal crisis,none,No,"1: No
2: Yes
3: No
4: Yes
5: No"
8,22836123,llama3.2:1b,3,tacrolimus,src,none,No,"1: No
2: Yes"
9,22836123,llama3.2:1b,3,tacrolimus,systemic sclerosis,cid,No,"1: No
2: Yes"
10,22836123,llama3.2:1b,3,tacrolimus,ssc,cid,No,"1: No
2: Yes"
11,22836123,llama3.2:1b,3,tacrolimus,thrombotic microangiopathy,none,No,"1: No
2: Yes"
12,22836123,llama3.2:1b,3,prednisolone,scleroderma renal crisis,none,No,"1: No
2: Yes"
13,22836123,llama3.2:1b,3,prednisolone,src,none,No,"1: No
2: Yes"
14,22836123,llama3.2:1b,3,prednisolone,systemic sclerosis,none,No,"1: No
2: Yes"
15,22836123,llama3.2:1b,3,prednisolone,ssc,none,No,"1: No
2: Yes"
16,22836123,llama3.2:1b,3,prednisolone,thrombotic microangiopathy,none,No,"1: No
2: Yes"
17,22836123,llama3.2:1b,3,corticosteroid,scleroderma renal crisis,none,No,"1: No
2: Yes"
18,22836123,llama3.2:1b,3,corticosteroid,src,none,No,"1: No
2: Yes"
19,22836123,llama3.2:1b,3,corticosteroid,systemic sclerosis,cid,No,"1: No
2: Yes
3: No
4: Yes
5: No"
20,22836123,llama3.2:1b,3,corticosteroid,ssc,cid,No,"1: No
2: Yes"
21,22836123,llama3.2:1b,3,corticosteroid,thrombotic microangiopathy,none,No,"1: No
2: Yes"
22,22836123,llama3.2:1b,3,cyclosporine,scleroderma renal crisis,none,No,"1: No
2: Yes
3: No
4: Yes
5: No"
23,22836123,llama3.2:1b,3,cyclosporine,src,none,No,"1: No
2: Yes"
24,22836123,llama3.2:1b,3,cyclosporine,systemic sclerosis,none,No,"1: No
2: Yes
3: No
4: Yes
5: No"
